Pos_Norris,Pos_Verstappen,Pos_Piastri,Ptos_Norris,Ptos_Verstappen,Ptos_Piastri
2,8,1,426,400,417
2,8,3,426,400,407
2,8,4,426,400,404
2,8,5,426,400,402
2,8,6,426,400,400
2,8,7,426,400,398
2,8,9,426,400,394
2,8,10,426,400,393
2,8,11+,426,400,392
2,9,1,426,398,417
2,9,3,426,398,407
2,9,4,426,398,404
2,9,5,426,398,402
2,9,6,426,398,400
2,9,7,426,398,398
2,9,8,426,398,396
2,9,10,426,398,393
2,9,11+,426,398,392
2,10,1,426,397,417
2,10,3,426,397,407
2,10,4,426,397,404
2,10,5,426,397,402
2,10,6,426,397,400
2,10,7,426,397,398
2,10,8,426,397,396
2,10,9,426,397,394
2,10,11+,426,397,392
2,11+,1,426,396,417
2,11+,3,426,396,407
2,11+,4,426,396,404
2,11+,5,426,396,402
2,11+,6,426,396,400
2,11+,7,426,396,398
2,11+,8,426,396,396
2,11+,9,426,396,394
2,11+,10,426,396,393
2,11+,11+,426,396,392
3,1,2,423,421,410
3,1,4,423,421,404
3,1,5,423,421,402
3,1,6,423,421,400
3,1,7,423,421,398
3,1,8,423,421,396
3,1,9,423,421,394
3,1,10,423,421,393
3,1,11+,423,421,392
3,2,1,423,414,417
3,2,4,423,414,404
3,2,5,423,414,402
3,2,6,423,414,400
3,2,7,423,414,398
3,2,8,423,414,396
3,2,9,423,414,394
3,2,10,423,414,393
3,2,11+,423,414,392
3,4,1,423,408,417
3,4,2,423,408,410
3,4,5,423,408,402
3,4,6,423,408,400
3,4,7,423,408,398
3,4,8,423,408,396
3,4,9,423,408,394
3,4,10,423,408,393
3,4,11+,423,408,392
3,5,1,423,406,417
3,5,2,423,406,410
3,5,4,423,406,404
3,5,6,423,406,400
3,5,7,423,406,398
3,5,8,423,406,396
3,5,9,423,406,394
3,5,10,423,406,393
3,5,11+,423,406,392
3,6,1,423,404,417
3,6,2,423,404,410
3,6,4,423,404,404
3,6,5,423,404,402
3,6,7,423,404,398
3,6,8,423,404,396
3,6,9,423,404,394
3,6,10,423,404,393
3,6,11+,423,404,392
3,7,1,423,402,417
3,7,2,423,402,410
3,7,4,423,402,404
3,7,5,423,402,402
3,7,6,423,402,400
3,7,8,423,402,396
3,7,9,423,402,394
3,7,10,423,402,393
3,7,11+,423,402,392
3,8,1,423,400,417
3,8,2,423,400,410
3,8,4,423,400,404
3,8,5,423,400,402
3,8,6,423,400,400
3,8,7,423,400,398
3,8,9,423,400,394
3,8,10,423,400,393
3,8,11+,423,400,392
3,9,1,423,398,417
3,9,2,423,398,410
3,9,4,423,398,404
3,9,5,423,398,402
3,9,6,423,398,400
3,9,7,423,398,398
3,9,8,423,398,396
3,9,10,423,398,393
3,9,11+,423,398,392
3,10,1,423,397,417
3,10,2,423,397,410
3,10,4,423,397,404
3,10,5,423,397,402
3,10,6,423,397,400
3,10,7,423,397,398
3,10,8,423,397,396
3,10,9,423,397,394
3,10,11+,423,397,392
3,11+,1,423,396,417
3,11+,2,423,396,410
3,11+,4,423,396,404
3,11+,5,423,396,402
3,11+,6,423,396,400
3,11+,7,423,396,398
3,11+,8,423,396,396
3,11+,9,423,396,394
3,11+,10,423,396,393
3,11+,11+,423,396,392
4,2,1,420,414,417
4,2,3,420,414,407
4,2,5,420,414,402
4,2,6,420,414,400
4,2,7,420,414,398
4,2,8,420,414,396
4,2,9,420,414,394
4,2,10,420,414,393
4,2,11+,420,414,392
4,3,1,420,411,417
4,3,2,420,411,410
4,3,5,420,411,402
4,3,6,420,411,400
4,3,7,420,411,398
4,3,8,420,411,396
4,3,9,420,411,394
4,3,10,420,411,393
4,3,11+,420,411,392
4,5,1,420,406,417
4,5,2,420,406,410
4,5,3,420,406,407
4,5,6,420,406,400
4,5,7,420,406,398
4,5,8,420,406,396
4,5,9,420,406,394
4,5,10,420,406,393
4,5,11+,420,406,392
4,6,1,420,404,417
4,6,2,420,404,410
4,6,3,420,404,407
4,6,5,420,404,402
4,6,7,420,404,398
4,6,8,420,404,396
4,6,9,420,404,394
4,6,10,420,404,393
4,6,11+,420,404,392
4,7,1,420,402,417
4,7,2,420,402,410
4,7,3,420,402,407
4,7,5,420,402,402
4,7,6,420,402,400
4,7,8,420,402,396
4,7,9,420,402,394
4,7,10,420,402,393
4,7,11+,420,402,392
4,8,1,420,400,417
4,8,2,420,400,410
4,8,3,420,400,407
4,8,5,420,400,402
4,8,6,420,400,400
4,8,7,420,400,398
4,8,9,420,400,394
4,8,10,420,400,393
4,8,11+,420,400,392
4,9,1,420,398,417
4,9,2,420,398,410
4,9,3,420,398,407
4,9,5,420,398,402
4,9,6,420,398,400
4,9,7,420,398,398
4,9,8,420,398,396
4,9,10,420,398,393
4,9,11+,420,398,392
4,10,1,420,397,417
4,10,2,420,397,410
4,10,3,420,397,407
4,10,5,420,397,402
4,10,6,420,397,400
4,10,7,420,397,398
4,10,8,420,397,396
4,10,9,420,397,394
4,10,11+,420,397,392
4,11+,1,420,396,417
4,11+,2,420,396,410
4,11+,3,420,396,407
4,11+,5,420,396,402
4,11+,6,420,396,400
4,11+,7,420,396,398
4,11+,8,420,396,396
4,11+,9,420,396,394
4,11+,10,420,396,393
4,11+,11+,420,396,392
5,2,1,418,414,417
5,2,3,418,414,407
5,2,4,418,414,404
5,2,6,418,414,400
5,2,7,418,414,398
5,2,8,418,414,396
5,2,9,418,414,394
5,2,10,418,414,393
5,2,11+,418,414,392
5,3,1,418,411,417
5,3,2,418,411,410
5,3,4,418,411,404
5,3,6,418,411,400
5,3,7,418,411,398
5,3,8,418,411,396
5,3,9,418,411,394
5,3,10,418,411,393
5,3,11+,418,411,392
5,4,1,418,408,417
5,4,2,418,408,410
5,4,3,418,408,407
5,4,6,418,408,400
5,4,7,418,408,398
5,4,8,418,408,396
5,4,9,418,408,394
5,4,10,418,408,393
5,4,11+,418,408,392
5,6,1,418,404,417
5,6,2,418,404,410
5,6,3,418,404,407
5,6,4,418,404,404
5,6,7,418,404,398
5,6,8,418,404,396
5,6,9,418,404,394
5,6,10,418,404,393
5,6,11+,418,404,392
5,7,1,418,402,417
5,7,2,418,402,410
5,7,3,418,402,407
5,7,4,418,402,404
5,7,6,418,402,400
5,7,8,418,402,396
5,7,9,418,402,394
5,7,10,418,402,393
5,7,11+,418,402,392
5,8,1,418,400,417
5,8,2,418,400,410
5,8,3,418,400,407
5,8,4,418,400,404
5,8,6,418,400,400
5,8,7,418,400,398
5,8,9,418,400,394
5,8,10,418,400,393
5,8,11+,418,400,392
5,9,1,418,398,417
5,9,2,418,398,410
5,9,3,418,398,407
5,9,4,418,398,404
5,9,6,418,398,400
5,9,7,418,398,398
5,9,8,418,398,396
5,9,10,418,398,393
5,9,11+,418,398,392
5,10,1,418,397,417
5,10,2,418,397,410
5,10,3,418,397,407
5,10,4,418,397,404
5,10,6,418,397,400
5,10,7,418,397,398
5,10,8,418,397,396
5,10,9,418,397,394
5,10,11+,418,397,392
5,11+,1,418,396,417
5,11+,2,418,396,410
5,11+,3,418,396,407
5,11+,4,418,396,404
5,11+,6,418,396,400
5,11+,7,418,396,398
5,11+,8,418,396,396
5,11+,9,418,396,394
5,11+,10,418,396,393
5,11+,11+,418,396,392
6,2,3,416,414,407
6,2,4,416,414,404
6,2,5,416,414,402
6,2,7,416,414,398
6,2,8,416,414,396
6,2,9,416,414,394
6,2,10,416,414,393
6,2,11+,416,414,392
6,3,2,416,411,410
6,3,4,416,411,404
6,3,5,416,411,402
6,3,7,416,411,398
6,3,8,416,411,396
6,3,9,416,411,394
6,3,10,416,411,393
6,3,11+,416,411,392
6,4,2,416,408,410
6,4,3,416,408,407
6,4,5,416,408,402
6,4,7,416,408,398
6,4,8,416,408,396
6,4,9,416,408,394
6,4,10,416,408,393
6,4,11+,416,408,392
6,5,2,416,406,410
6,5,3,416,406,407
6,5,4,416,406,404
6,5,7,416,406,398
6,5,8,416,406,396
6,5,9,416,406,394
6,5,10,416,406,393
6,5,11+,416,406,392
6,7,2,416,402,410
6,7,3,416,402,407
6,7,4,416,402,404
6,7,5,416,402,402
6,7,8,416,402,396
6,7,9,416,402,394
6,7,10,416,402,393
6,7,11+,416,402,392
6,8,2,416,400,410
6,8,3,416,400,407
6,8,4,416,400,404
6,8,5,416,400,402
6,8,7,416,400,398
6,8,9,416,400,394
6,8,10,416,400,393
6,8,11+,416,400,392
6,9,2,416,398,410
6,9,3,416,398,407
6,9,4,416,398,404
6,9,5,416,398,402
6,9,7,416,398,398
6,9,8,416,398,396
6,9,10,416,398,393
6,9,11+,416,398,392
6,10,2,416,397,410
6,10,3,416,397,407
6,10,4,416,397,404
6,10,5,416,397,402
6,10,7,416,397,398
6,10,8,416,397,396
6,10,9,416,397,394
6,10,11+,416,397,392
6,11+,2,416,396,410
6,11+,3,416,396,407
6,11+,4,416,396,404
6,11+,5,416,396,402
6,11+,7,416,396,398
6,11+,8,416,396,396
6,11+,9,416,396,394
6,11+,10,416,396,393
6,11+,11+,416,396,392
7,3,2,414,411,410
7,3,4,414,411,404
7,3,5,414,411,402
7,3,6,414,411,400
7,3,8,414,411,396
7,3,9,414,411,394
7,3,10,414,411,393
7,3,11+,414,411,392
7,4,2,414,408,410
7,4,3,414,408,407
7,4,5,414,408,402
7,4,6,414,408,400
7,4,8,414,408,396
7,4,9,414,408,394
7,4,10,414,408,393
7,4,11+,414,408,392
7,5,2,414,406,410
7,5,3,414,406,407
7,5,4,414,406,404
7,5,6,414,406,400
7,5,8,414,406,396
7,5,9,414,406,394
7,5,10,414,406,393
7,5,11+,414,406,392
7,6,2,414,404,410
7,6,3,414,404,407
7,6,4,414,404,404
7,6,5,414,404,402
7,6,8,414,404,396
7,6,9,414,404,394
7,6,10,414,404,393
7,6,11+,414,404,392
7,8,2,414,400,410
7,8,3,414,400,407
7,8,4,414,400,404
7,8,5,414,400,402
7,8,6,414,400,400
7,8,9,414,400,394
7,8,10,414,400,393
7,8,11+,414,400,392
7,9,2,414,398,410
7,9,3,414,398,407
7,9,4,414,398,404
7,9,5,414,398,402
7,9,6,414,398,400
7,9,8,414,398,396
7,9,10,414,398,393
7,9,11+,414,398,392
7,10,2,414,397,410
7,10,3,414,397,407
7,10,4,414,397,404
7,10,5,414,397,402
7,10,6,414,397,400
7,10,8,414,397,396
7,10,9,414,397,394
7,10,11+,414,397,392
7,11+,2,414,396,410
7,11+,3,414,396,407
7,11+,4,414,396,404
7,11+,5,414,396,402
7,11+,6,414,396,400
7,11+,8,414,396,396
7,11+,9,414,396,394
7,11+,10,414,396,393
7,11+,11+,414,396,392
8,3,2,412,411,410
8,3,4,412,411,404
8,3,5,412,411,402
8,3,6,412,411,400
8,3,7,412,411,398
8,3,9,412,411,394
8,3,10,412,411,393
8,3,11+,412,411,392
8,4,2,412,408,410
8,4,3,412,408,407
8,4,5,412,408,402
8,4,6,412,408,400
8,4,7,412,408,398
8,4,9,412,408,394
8,4,10,412,408,393
8,4,11+,412,408,392
8,5,2,412,406,410
8,5,3,412,406,407
8,5,4,412,406,404
8,5,6,412,406,400
8,5,7,412,406,398
8,5,9,412,406,394
8,5,10,412,406,393
8,5,11+,412,406,392
8,6,2,412,404,410
8,6,3,412,404,407
8,6,4,412,404,404
8,6,5,412,404,402
8,6,7,412,404,398
8,6,9,412,404,394
8,6,10,412,404,393
8,6,11+,412,404,392
8,7,2,412,402,410
8,7,3,412,402,407
8,7,4,412,402,404
8,7,5,412,402,402
8,7,6,412,402,400
8,7,9,412,402,394
8,7,10,412,402,393
8,7,11+,412,402,392
8,9,2,412,398,410
8,9,3,412,398,407
8,9,4,412,398,404
8,9,5,412,398,402
8,9,6,412,398,400
8,9,7,412,398,398
8,9,10,412,398,393
8,9,11+,412,398,392
8,10,2,412,397,410
8,10,3,412,397,407
8,10,4,412,397,404
8,10,5,412,397,402
8,10,6,412,397,400
8,10,7,412,397,398
8,10,9,412,397,394
8,10,11+,412,397,392
8,11+,2,412,396,410
8,11+,3,412,396,407
8,11+,4,412,396,404
8,11+,5,412,396,402
8,11+,6,412,396,400
8,11+,7,412,396,398
8,11+,9,412,396,394
8,11+,10,412,396,393
8,11+,11+,412,396,392
9,4,3,410,408,407
9,4,5,410,408,402
9,4,6,410,408,400
9,4,7,410,408,398
9,4,8,410,408,396
9,4,10,410,408,393
9,4,11+,410,408,392
9,5,3,410,406,407
9,5,4,410,406,404
9,5,6,410,406,400
9,5,7,410,406,398
9,5,8,410,406,396
9,5,10,410,406,393
9,5,11+,410,406,392
9,6,3,410,404,407
9,6,4,410,404,404
9,6,5,410,404,402
9,6,7,410,404,398
9,6,8,410,404,396
9,6,10,410,404,393
9,6,11+,410,404,392
9,7,3,410,402,407
9,7,4,410,402,404
9,7,5,410,402,402
9,7,6,410,402,400
9,7,8,410,402,396
9,7,10,410,402,393
9,7,11+,410,402,392
9,8,3,410,400,407
9,8,4,410,400,404
9,8,5,410,400,402
9,8,6,410,400,400
9,8,7,410,400,398
9,8,10,410,400,393
9,8,11+,410,400,392
9,10,3,410,397,407
9,10,4,410,397,404
9,10,5,410,397,402
9,10,6,410,397,400
9,10,7,410,397,398
9,10,8,410,397,396
9,10,11+,410,397,392
9,11+,3,410,396,407
9,11+,4,410,396,404
9,11+,5,410,396,402
9,11+,6,410,396,400
9,11+,7,410,396,398
9,11+,8,410,396,396
9,11+,10,410,396,393
9,11+,11+,410,396,392
10,4,3,409,408,407
10,4,5,409,408,402
10,4,6,409,408,400
10,4,7,409,408,398
10,4,8,409,408,396
10,4,9,409,408,394
10,4,11+,409,408,392
10,5,3,409,406,407
10,5,4,409,406,404
10,5,6,409,406,400
10,5,7,409,406,398
10,5,8,409,406,396
10,5,9,409,406,394
10,5,11+,409,406,392
10,6,3,409,404,407
10,6,4,409,404,404
10,6,5,409,404,402
10,6,7,409,404,398
10,6,8,409,404,396
10,6,9,409,404,394
10,6,11+,409,404,392
10,7,3,409,402,407
10,7,4,409,402,404
10,7,5,409,402,402
10,7,6,409,402,400
10,7,8,409,402,396
10,7,9,409,402,394
10,7,11+,409,402,392
10,8,3,409,400,407
10,8,4,409,400,404
10,8,5,409,400,402
10,8,6,409,400,400
10,8,7,409,400,398
10,8,9,409,400,394
10,8,11+,409,400,392
10,9,3,409,398,407
10,9,4,409,398,404
10,9,5,409,398,402
10,9,6,409,398,400
10,9,7,409,398,398
10,9,8,409,398,396
10,9,11+,409,398,392
10,11+,3,409,396,407
10,11+,4,409,396,404
10,11+,5,409,396,402
10,11+,6,409,396,400
10,11+,7,409,396,398
10,11+,8,409,396,396
10,11+,9,409,396,394
10,11+,11+,409,396,392
11+,5,3,408,406,407
11+,5,4,408,406,404
11+,5,6,408,406,400
11+,5,7,408,406,398
11+,5,8,408,406,396
11+,5,9,408,406,394
11+,5,10,408,406,393
11+,5,11+,408,406,392
11+,6,3,408,404,407
11+,6,4,408,404,404
11+,6,5,408,404,402
11+,6,7,408,404,398
11+,6,8,408,404,396
11+,6,9,408,404,394
11+,6,10,408,404,393
11+,6,11+,408,404,392
11+,7,3,408,402,407
11+,7,4,408,402,404
11+,7,5,408,402,402
11+,7,6,408,402,400
11+,7,8,408,402,396
11+,7,9,408,402,394
11+,7,10,408,402,393
11+,7,11+,408,402,392
11+,8,3,408,400,407
11+,8,4,408,400,404
11+,8,5,408,400,402
11+,8,6,408,400,400
11+,8,7,408,400,398
11+,8,9,408,400,394
11+,8,10,408,400,393
11+,8,11+,408,400,392
11+,9,3,408,398,407
11+,9,4,408,398,404
11+,9,5,408,398,402
11+,9,6,408,398,400
11+,9,7,408,398,398
11+,9,8,408,398,396
11+,9,10,408,398,393
11+,9,11+,408,398,392
11+,10,3,408,397,407
11+,10,4,408,397,404
11+,10,5,408,397,402
11+,10,6,408,397,400
11+,10,7,408,397,398
11+,10,8,408,397,396
11+,10,9,408,397,394
11+,10,11+,408,397,392
11+,11+,3,408,396,407
11+,11+,4,408,396,404
11+,11+,5,408,396,402
11+,11+,6,408,396,400
11+,11+,7,408,396,398
11+,11+,8,408,396,396
11+,11+,9,408,396,394
11+,11+,10,408,396,393
11+,11+,11+,408,396,392
